Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[54]     0.0    0.00    0.01     517         llama_sampler_chain_accept(llama_sampler*, int) [54]
                0.01    0.00     517/517         llama_sampler_penalties_accept(llama_sampler*, int) [55]
                0.00    0.00    5170/6199        llama_sampler_accept [173]
                0.00    0.00    1034/3091        ggml_time_us [176]
                0.00    0.00     517/517         llama_sampler_dry_accept(llama_sampler*, int) [1000]
-----------------------------------------------
                0.01    0.00     517/517         llama_sampler_chain_accept(llama_sampler*, int) [54]
[55]     0.0    0.01    0.00     517         llama_sampler_penalties_accept(llama_sampler*, int) [55]
-----------------------------------------------
                0.01    0.00     513/513         llama_decode_internal(llama_context&, llama_batch) [13]
[56]     0.0    0.01    0.00     513         llama_kv_cache_find_slot(llama_kv_cache&, llama_ubatch const&) [56]
                0.00    0.00     518/520         std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [998]
-----------------------------------------------
                0.01    0.00       6/6           llm_tokenizer_bpe_session::tokenize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<int, std::allocator<int> >&) [59]
[57]     0.0    0.01    0.00       6         unicode_len_utf8(char) [57]
-----------------------------------------------
                0.00    0.01       1/2           llm_load_vocab(llama_model_loader&, llama_model&) [19]
                0.00    0.01       1/2           llama_tokenize_impl(llama_vocab const&, char const*, int, int*, int, bool, bool) [66]
[58]     0.0    0.00    0.01       2         llama_tokenize_internal(llama_vocab const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [58]
                0.00    0.01       2/2           llm_tokenizer_bpe_session::tokenize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<int, std::allocator<int> >&) [59]
                0.00    0.00       2/9           tokenizer_st_partition(llama_vocab const&, std::forward_list<fragment_buffer_variant, std::allocator<fragment_buffer_variant> >&, bool) [1072]
                0.00    0.00       1/26          void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [1055]
-----------------------------------------------
                0.00    0.01       2/2           llama_tokenize_internal(llama_vocab const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [58]
[59]     0.0    0.00    0.01       2         llm_tokenizer_bpe_session::tokenize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<int, std::allocator<int> >&) [59]
                0.01    0.00       6/6           unicode_len_utf8(char) [57]
                0.00    0.00      10/10          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [1071]
                0.00    0.00       9/9           void std::vector<llm_symbol, std::allocator<llm_symbol> >::_M_realloc_append<llm_symbol&>(llm_symbol&) [1075]
                0.00    0.00       8/8           llm_tokenizer_bpe_session::add_new_bigram(int, int) [1077]
                0.00    0.00       5/26          void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [1055]
                0.00    0.00       3/9           tokenizer_st_partition(llama_vocab const&, std::forward_list<fragment_buffer_variant, std::allocator<fragment_buffer_variant> >&, bool) [1072]
                0.00    0.00       2/2           unicode_regex_split(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [1124]
-----------------------------------------------
                0.00    0.00       2/9977911     llama_new_context_with_model [80]
                0.00    0.00     294/9977911     gguf_init_from_file [118]
                0.00    0.00    8256/9977911     ggml_new_tensor_impl.constprop.2 [84]
                0.00    0.00    8256/9977911     ggml_new_tensor_impl.constprop.3 [85]
                0.00    0.00   16512/9977911     ggml_is_contiguous_1 [99]
                0.00    0.00   31191/9977911     ggml_compute_forward_dup [15]
                0.00    0.00   33024/9977911     ggml_new_tensor_impl.constprop.1 [73]
                0.00    0.00   41280/9977911     ggml_new_tensor_impl.constprop.0 [70]
                0.00    0.00  179252/9977911     ggml_new_tensor [72]
                0.00    0.00  483774/9977911     ggml_compute_forward_mul_mat [2]
                0.00    0.00  693095/9977911     ggml_nbytes [44]
                0.00    0.00 3205504/9977911     ggml_row_size [63]
                0.01    0.00 5277471/9977911     ggml_is_contiguous_0 [40]
[60]     0.0    0.01    0.00 9977911         ggml_blck_size [60]
-----------------------------------------------
                              334884             ggml_visit_parents [61]
                0.01    0.00  108360/108360      ggml_build_forward_expand [62]
[61]     0.0    0.01    0.00  108360+334884  ggml_visit_parents [61]
                0.00    0.00    1032/372584      ggml_format_name [140]
                              334884             ggml_visit_parents [61]
-----------------------------------------------
                0.00    0.00     516/50052       llm_build_context::build_llama() [42]
                0.00    0.00    8256/50052       llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
                0.00    0.00    8256/50052       llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
                0.00    0.01   33024/50052       llm_build_kv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [43]
[62]     0.0    0.00    0.01   50052         ggml_build_forward_expand [62]
                0.01    0.00  108360/108360      ggml_visit_parents [61]
-----------------------------------------------
                0.00    0.00     147/3176310     gguf_init_from_file [118]
                0.00    0.00    8256/3176310     ggml_new_tensor_impl.constprop.2 [84]
                0.00    0.00    8256/3176310     ggml_new_tensor_impl.constprop.3 [85]
                0.00    0.00    8256/3176310     llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
                0.00    0.00   16512/3176310     llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
                0.00    0.00   33024/3176310     ggml_new_tensor_impl.constprop.1 [73]
                0.00    0.00   41280/3176310     ggml_new_tensor_impl.constprop.0 [70]
                0.00    0.00   74385/3176310     ggml_graph_plan [82]
                0.00    0.00  179252/3176310     ggml_new_tensor [72]
                0.00    0.01 2806942/3176310     ggml_compute_forward_mul_mat [2]
[63]     0.0    0.00    0.01 3176310         ggml_row_size [63]
                0.00    0.00 3203445/8736023     ggml_type_size [48]
                0.00    0.00 3205504/9977911     ggml_blck_size [60]
-----------------------------------------------
                0.00    0.01       1/1           common_tokenize(llama_context const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [65]
[64]     0.0    0.00    0.01       1         common_tokenize(llama_model const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [64]
                0.00    0.01       1/1           llama_tokenize_impl(llama_vocab const&, char const*, int, int*, int, bool, bool) [66]
                0.00    0.00       1/1           llama_tokenize [367]
-----------------------------------------------
                0.00    0.01       1/1           main [7]
[65]     0.0    0.00    0.01       1         common_tokenize(llama_context const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [65]
                0.00    0.01       1/1           common_tokenize(llama_model const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [64]
                0.00    0.00       1/1030        llama_get_model [188]
-----------------------------------------------
                0.00    0.01       1/1           common_tokenize(llama_model const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [64]
[66]     0.0    0.00    0.01       1         llama_tokenize_impl(llama_vocab const&, char const*, int, int*, int, bool, bool) [66]
                0.00    0.01       1/2           llama_tokenize_internal(llama_vocab const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [58]
-----------------------------------------------
                0.00    0.00      32/177677      alloc_tensor_range [119]
                0.00    0.00     147/177677      llama_model_loader::load_all_data(ggml_context*, std::unordered_map<unsigned int, ggml_backend_buffer*, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ggml_backend_buffer*> > >&, std::vector<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> >, std::allocator<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> > > >*, bool (*)(float, void*), void*) [110]
                0.00    0.00  177498/177677      ggml_gallocr_alloc_graph [39]
[67]     0.0    0.00    0.00  177677         ggml_backend_tensor_alloc [67]
                0.00    0.00  177677/693095      ggml_nbytes [44]
                0.00    0.00  355354/533399      ggml_backend_buffer_get_base [136]
                0.00    0.00  177677/599166      ggml_backend_buft_get_alloc_size [134]
                0.00    0.00  177677/177709      ggml_backend_buffer_get_alloc_size [153]
                0.00    0.00  177677/178228      ggml_backend_buffer_get_size [152]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [43]
[68]     0.0    0.00    0.00    8256         llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
                0.00    0.00    8256/50052       ggml_build_forward_expand [62]
                0.00    0.00   16512/16512       ggml_permute [76]
                0.00    0.00   16512/16512       ggml_view_3d [77]
                0.00    0.00    8256/8256        ggml_soft_max_ext [89]
                0.00    0.00   16512/74933       ggml_mul_mat [78]
                0.00    0.00   16512/3176310     ggml_row_size [63]
                0.00    0.00    8256/8256        ggml_cont_4d [98]
                0.00    0.00    8256/58308       llm_build_lora_mm(llama_context&, ggml_context*, ggml_tensor*, ggml_tensor*) [79]
                0.00    0.00   16512/8736023     ggml_type_size [48]
                0.00    0.00   66048/235296      std::_Function_handler<void (ggml_tensor*, char const*, int), llama_build_graph(llama_context&, llama_ubatch const&, bool)::{lambda(ggml_tensor*, char const*, int)#1}>::_M_invoke(std::_Any_data const&, ggml_tensor*&&, char const*&&, int&&) [976]
                0.00    0.00   16512/34050       ggml_element_size [162]
                0.00    0.00    8256/8256        ggml_mul_mat_set_prec [170]
                0.00    0.00    8256/8256        ggml_cont_2d [168]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [43]
[69]     0.0    0.00    0.00    8256         llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
                0.00    0.00    8256/50052       ggml_build_forward_expand [62]
                0.00    0.00   16512/16512       ggml_cpy [75]
                0.00    0.00    8256/8256        ggml_view_1d [87]
                0.00    0.00    8256/8256        ggml_view_2d [88]
                0.00    0.00    8256/8256        ggml_transpose [86]
                0.00    0.00   16512/8736023     ggml_type_size [48]
                0.00    0.00    8256/3176310     ggml_row_size [63]
                0.00    0.00   16512/235296      std::_Function_handler<void (ggml_tensor*, char const*, int), llama_build_graph(llama_context&, llama_ubatch const&, bool)::{lambda(ggml_tensor*, char const*, int)#1}>::_M_invoke(std::_Any_data const&, ggml_tensor*&&, char const*&&, int&&) [976]
                0.00    0.00   16512/34050       ggml_element_size [162]
-----------------------------------------------
                0.00    0.00   41280/41280       ggml_view_tensor [71]
[70]     0.0    0.00    0.00   41280         ggml_new_tensor_impl.constprop.0 [70]
                0.00    0.00   41280/693095      ggml_nbytes [44]
                0.00    0.00   41280/3176310     ggml_row_size [63]
                0.00    0.00   41280/8736023     ggml_type_size [48]
                0.00    0.00   41280/9977911     ggml_blck_size [60]
                0.00    0.00   41280/270584      ggml_new_object [145]
-----------------------------------------------
                0.00    0.00    8256/41280       ggml_transpose [86]
                0.00    0.00   16512/41280       ggml_cpy [75]
                0.00    0.00   16512/41280       ggml_permute [76]
[71]     0.0    0.00    0.00   41280         ggml_view_tensor [71]
                0.00    0.00   41280/41280       ggml_new_tensor_impl.constprop.0 [70]
                0.00    0.00   41280/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00      16/179252      ggml_new_tensor_3d [125]
                0.00    0.00      16/179252      ggml_rope [126]
                0.00    0.00     147/179252      gguf_init_from_file [118]
                0.00    0.00     147/179252      llama_model_loader::create_tensor(ggml_context*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::initializer_list<long> const&, int) [120]
                0.00    0.00     549/179252      ggml_new_tensor_2d [114]
                0.00    0.00    1629/179252      ggml_new_tensor_1d [108]
                0.00    0.00    8256/179252      ggml_soft_max_ext [89]
                0.00    0.00    8256/179252      ggml_unary [96]
                0.00    0.00    9918/179252      ggml_new_tensor_4d [97]
                0.00    0.00   16512/179252      ggml_add [94]
                0.00    0.00   16528/179252      ggml_rope_ext [93]
                0.00    0.00   17028/179252      ggml_rms_norm [92]
                0.00    0.00   25317/179252      ggml_mul [91]
                0.00    0.00   74933/179252      ggml_mul_mat [78]
[72]     0.0    0.00    0.00  179252         ggml_new_tensor [72]
                0.00    0.00  179252/3176310     ggml_row_size [63]
                0.00    0.00  179252/8736023     ggml_type_size [48]
                0.00    0.00  179252/9977911     ggml_blck_size [60]
                0.00    0.00  179252/270584      ggml_new_object [145]
-----------------------------------------------
                0.00    0.00   16512/33024       ggml_reshape_3d [74]
                0.00    0.00   16512/33024       ggml_view_3d [77]
[73]     0.0    0.00    0.00   33024         ggml_new_tensor_impl.constprop.1 [73]
                0.00    0.00   33024/693095      ggml_nbytes [44]
                0.00    0.00   33024/3176310     ggml_row_size [63]
                0.00    0.00   33024/8736023     ggml_type_size [48]
                0.00    0.00   33024/9977911     ggml_blck_size [60]
                0.00    0.00   33024/270584      ggml_new_object [145]
-----------------------------------------------
                0.00    0.00   16512/16512       llm_build_context::build_llama() [42]
[74]     0.0    0.00    0.00   16512         ggml_reshape_3d [74]
                0.00    0.00   16512/33024       ggml_new_tensor_impl.constprop.1 [73]
                0.00    0.00   16512/2354340     ggml_is_contiguous_0 [40]
                0.00    0.00   16512/2412793     ggml_is_contiguous [129]
                0.00    0.00   16512/400857      ggml_nelements [138]
                0.00    0.00   16512/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00   16512/16512       llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
[75]     0.0    0.00    0.00   16512         ggml_cpy [75]
                0.00    0.00   16512/41280       ggml_view_tensor [71]
                0.00    0.00   33024/400857      ggml_nelements [138]
                0.00    0.00   16512/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00   16512/16512       llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
[76]     0.0    0.00    0.00   16512         ggml_permute [76]
                0.00    0.00   16512/41280       ggml_view_tensor [71]
                0.00    0.00   16512/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00   16512/16512       llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
[77]     0.0    0.00    0.00   16512         ggml_view_3d [77]
                0.00    0.00   16512/33024       ggml_new_tensor_impl.constprop.1 [73]
                0.00    0.00   16512/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00     113/74933       weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [117]
                0.00    0.00   16512/74933       llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
                0.00    0.00   58308/74933       llm_build_lora_mm(llama_context&, ggml_context*, ggml_tensor*, ggml_tensor*) [79]
[78]     0.0    0.00    0.00   74933         ggml_mul_mat [78]
                0.00    0.00   74933/179252      ggml_new_tensor [72]
                0.00    0.00   74933/74933       ggml_is_transposed [160]
-----------------------------------------------
                0.00    0.00    8256/58308       llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
                0.00    0.00   24768/58308       llm_build_kv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [43]
                0.00    0.00   25284/58308       llm_build_context::build_llama() [42]
[79]     0.0    0.00    0.00   58308         llm_build_lora_mm(llama_context&, ggml_context*, ggml_tensor*, ggml_tensor*) [79]
                0.00    0.00   58308/74933       ggml_mul_mat [78]
-----------------------------------------------
                0.00    0.00       1/1           common_init_from_params(common_params&) [17]
[80]     0.0    0.00    0.00       1         llama_new_context_with_model [80]
                0.00    0.00       3/3           ggml_backend_sched_reserve [90]
                0.00    0.00       3/516         llama_build_graph(llama_context&, llama_ubatch const&, bool) [41]
                0.00    0.00       1/1           ggml_backend_alloc_ctx_tensors_from_buft [116]
                0.00    0.00      32/693095      ggml_nbytes [44]
                0.00    0.00      64/1629        ggml_new_tensor_1d [108]
                0.00    0.00      16/16          ggml_rope [126]
                0.00    0.00       2/9977911     ggml_blck_size [60]
                0.00    0.00      32/372584      ggml_format_name [140]
                0.00    0.00      18/184         ggml_tensor_overhead [218]
                0.00    0.00      17/1730        ggml_init [181]
                0.00    0.00      16/182         ggml_backend_buft_alloc_buffer [220]
                0.00    0.00      16/318551      ggml_backend_cpu_device_supports_op(ggml_backend_device*, ggml_tensor const*) [975]
                0.00    0.00      16/318551      ggml_backend_dev_supports_op [142]
                0.00    0.00      16/1731        ggml_free [180]
                0.00    0.00      16/184         ggml_backend_buffer_free [217]
                0.00    0.00      15/431         llama_log_internal(ggml_log_level, char const*, ...) [1021]
                0.00    0.00       3/3           ggml_backend_cpu_buffer_type_get_name(ggml_backend_buffer_type*) [1101]
                0.00    0.00       3/4           ggml_backend_buft_name [249]
                0.00    0.00       3/178228      ggml_backend_buffer_get_size [152]
                0.00    0.00       2/2           llama_model_is_recurrent [280]
                0.00    0.00       2/19          ggml_backend_dev_count [232]
                0.00    0.00       2/2           std::vector<ggml_tensor*, std::allocator<ggml_tensor*> >::reserve(unsigned long) [1139]
                0.00    0.00       2/3           ggml_backend_buffer_name [254]
                0.00    0.00       2/6           ggml_type_name [247]
                0.00    0.00       2/2           ggml_backend_sched_get_n_splits [272]
                0.00    0.00       2/2           ggml_graph_n_nodes [274]
                0.00    0.00       1/32833       ggml_is_quantized [163]
                0.00    0.00       1/4           llama_model_has_encoder [253]
                0.00    0.00       1/7           ggml_backend_dev_get [243]
                0.00    0.00       1/7           ggml_backend_cpu_device_get_type(ggml_backend_device*) [1083]
                0.00    0.00       1/7           ggml_backend_dev_type [244]
                0.00    0.00       1/1           ggml_backend_cpu_init [288]
                0.00    0.00       1/16449       ggml_backend_get_device [165]
                0.00    0.00       1/2           ggml_backend_dev_backend_reg [265]
                0.00    0.00       1/2           ggml_backend_cpu_get_proc_address(ggml_backend_reg*, char const*) [1132]
                0.00    0.00       1/2           ggml_backend_reg_get_proc_address [270]
                0.00    0.00       1/516         ggml_backend_cpu_buffer_clear(ggml_backend_buffer*, unsigned char) [1001]
                0.00    0.00       1/516         ggml_backend_buffer_clear [197]
                0.00    0.00       1/528         llama_format_tensor_shape(ggml_tensor const*) [995]
                0.00    0.00       1/515         llm_build_moe_ffn(ggml_context*, llama_context&, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, long, long, llm_ffn_op_type, bool, bool, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [1003]
                0.00    0.00       1/514         llama_output_reserve(llama_context&, unsigned long) [1007]
                0.00    0.00       1/1541        ggml_guid_matches [184]
                0.00    0.00       1/1541        ggml_backend_is_cpu [183]
                0.00    0.00       1/4           ggml_backend_cpu_buffer_type [250]
                0.00    0.00       1/3           ggml_backend_cpu_device_get_buffer_type(ggml_backend_device*) [1102]
                0.00    0.00       1/3           ggml_backend_dev_buffer_type [256]
                0.00    0.00       1/1           ggml_backend_get_default_buffer_type [292]
                0.00    0.00       1/2           ggml_graph_overhead_custom [275]
                0.00    0.00       1/1           ggml_backend_sched_new [295]
                0.00    0.00       1/2           llama_token_bos_impl(llama_vocab const&) [1125]
                0.00    0.00       1/2           llama_token_bos [283]
                0.00    0.00       1/1           ggml_gallocr_get_buffer_size [318]
                0.00    0.00       1/1           ggml_backend_sched_get_buffer_size [294]
                0.00    0.00       1/1           void std::vector<std::unique_ptr<ggml_backend_buffer, ggml_backend_buffer_deleter>, std::allocator<std::unique_ptr<ggml_backend_buffer, ggml_backend_buffer_deleter> > >::_M_realloc_append<ggml_backend_buffer*&>(ggml_backend_buffer*&) [1230]
                0.00    0.00       1/1           std::vector<llama_kv_cell, std::allocator<llama_kv_cell> >::_M_default_append(unsigned long) [1218]
                0.00    0.00       1/3           void std::vector<std::unique_ptr<ggml_context, ggml_context_deleter>, std::allocator<std::unique_ptr<ggml_context, ggml_context_deleter> > >::_M_realloc_append<ggml_context*&>(ggml_context*&) [1111]
                0.00    0.00       1/1           std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [1232]
                0.00    0.00       1/1           void std::vector<std::unique_ptr<ggml_backend, ggml_backend_deleter>, std::allocator<std::unique_ptr<ggml_backend, ggml_backend_deleter> > >::_M_realloc_append<ggml_backend*&>(ggml_backend*&) [1229]
-----------------------------------------------
                0.00    0.00     513/513         llama_decode_internal(llama_context&, llama_batch) [13]
[81]     0.0    0.00    0.00     513         ggml_backend_sched_graph_compute_async [81]
                0.00    0.00     513/513         ggml_backend_cpu_graph_compute(ggml_backend*, ggml_cgraph*) [83]
                0.00    0.00     513/513         ggml_backend_graph_compute_async [208]
-----------------------------------------------
                0.00    0.00     513/513         ggml_backend_cpu_graph_compute(ggml_backend*, ggml_cgraph*) [83]
[82]     0.0    0.00    0.00     513         ggml_graph_plan [82]
                0.00    0.00   74385/3176310     ggml_row_size [63]
                0.00    0.00   24624/8736023     ggml_type_size [48]
                0.00    0.00  265734/1756974     ggml_is_empty [130]
                0.00    0.00   74385/400857      ggml_nelements [138]
                0.00    0.00   32832/32833       ggml_is_quantized [163]
                0.00    0.00    8208/370587      ggml_nrows [141]
                0.00    0.00    8208/49125       ggml_get_unary_op [161]
-----------------------------------------------
                0.00    0.00     513/513         ggml_backend_sched_graph_compute_async [81]
[83]     0.0    0.00    0.00     513         ggml_backend_cpu_graph_compute(ggml_backend*, ggml_cgraph*) [83]
                0.00    0.00     513/513         ggml_graph_plan [82]
                0.00    0.00     513/513         ggml_graph_compute [210]
-----------------------------------------------
                0.00    0.00    8256/8256        ggml_view_2d [88]
[84]     0.0    0.00    0.00    8256         ggml_new_tensor_impl.constprop.2 [84]
                0.00    0.00    8256/693095      ggml_nbytes [44]
                0.00    0.00    8256/3176310     ggml_row_size [63]
                0.00    0.00    8256/8736023     ggml_type_size [48]
                0.00    0.00    8256/9977911     ggml_blck_size [60]
                0.00    0.00    8256/270584      ggml_new_object [145]
-----------------------------------------------
                0.00    0.00    8256/8256        ggml_view_1d [87]
[85]     0.0    0.00    0.00    8256         ggml_new_tensor_impl.constprop.3 [85]
                0.00    0.00    8256/693095      ggml_nbytes [44]
                0.00    0.00    8256/3176310     ggml_row_size [63]
                0.00    0.00    8256/8736023     ggml_type_size [48]
                0.00    0.00    8256/9977911     ggml_blck_size [60]
                0.00    0.00    8256/270584      ggml_new_object [145]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
[86]     0.0    0.00    0.00    8256         ggml_transpose [86]
                0.00    0.00    8256/41280       ggml_view_tensor [71]
                0.00    0.00    8256/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
[87]     0.0    0.00    0.00    8256         ggml_view_1d [87]
                0.00    0.00    8256/8256        ggml_new_tensor_impl.constprop.3 [85]
                0.00    0.00    8256/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kv_store(ggml_context*, llama_hparams const&, llama_cparams const&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, int, int, std::function<void (ggml_tensor*, char const*, int)> const&, long) [69]
[88]     0.0    0.00    0.00    8256         ggml_view_2d [88]
                0.00    0.00    8256/8256        ggml_new_tensor_impl.constprop.2 [84]
                0.00    0.00    8256/372584      ggml_format_name [140]
-----------------------------------------------
                0.00    0.00    8256/8256        llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [68]
[89]     0.0    0.00    0.00    8256         ggml_soft_max_ext [89]
                0.00    0.00   16512/2354340     ggml_is_contiguous_0 [40]
                0.00    0.00    8256/179252      ggml_new_tensor [72]
                0.00    0.00   16512/2412793     ggml_is_contiguous [129]
                0.00    0.00    8256/8256        ggml_is_matrix [169]
                0.00    0.00    8256/92060       ggml_dup_tensor [156]
-----------------------------------------------
                0.00    0.00       3/3           llama_new_context_with_model [80]
[90]     0.0    0.00    0.00       3         ggml_backend_sched_reserve [90]
                0.00    0.00       3/1029        ggml_backend_sched_get_tensor_backend [32]
                0.00    0.00       3/3           ggml_gallocr_reserve_n [95]
