Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     15.06     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand()
  0.00     15.06     0.00        1     0.00     0.00  std::map<llm_tensor, llm_tensor_info, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, llm_tensor_info> > >::map(std::initializer_list<std::pair<llm_tensor const, llm_tensor_info> >, std::less<llm_tensor> const&, std::allocator<std::pair<llm_tensor const, llm_tensor_info> > const&)
  0.00     15.06     0.00        1     0.00     0.14  std::map<llm_tensor, llm_tensor_info, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, llm_tensor_info> > >::~map()
  0.00     15.06     0.00        1     0.00     0.00  std::map<llama_rope_scaling_type, char const*, std::less<llama_rope_scaling_type>, std::allocator<std::pair<llama_rope_scaling_type const, char const*> > >::map(std::initializer_list<std::pair<llama_rope_scaling_type const, char const*> >, std::less<llama_rope_scaling_type> const&, std::allocator<std::pair<llama_rope_scaling_type const, char const*> > const&)
  0.00     15.06     0.00        1     0.00     0.00  std::map<llm_kv, char const*, std::less<llm_kv>, std::allocator<std::pair<llm_kv const, char const*> > >::map(std::initializer_list<std::pair<llm_kv const, char const*> >, std::less<llm_kv> const&, std::allocator<std::pair<llm_kv const, char const*> > const&)
  0.00     15.06     0.00        1     0.00     0.00  std::map<llm_arch, char const*, std::less<llm_arch>, std::allocator<std::pair<llm_arch const, char const*> > >::map(std::initializer_list<std::pair<llm_arch const, char const*> >, std::less<llm_arch> const&, std::allocator<std::pair<llm_arch const, char const*> > const&)
  0.00     15.06     0.00        1     0.00     0.00  std::map<llm_arch, std::map<llm_tensor, char const*, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, char const*> > >, std::less<llm_arch>, std::allocator<std::pair<llm_arch const, std::map<llm_tensor, char const*, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, char const*> > > > > >::map(std::initializer_list<std::pair<llm_arch const, std::map<llm_tensor, char const*, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, char const*> > > > >, std::less<llm_arch> const&, std::allocator<std::pair<llm_arch const, std::map<llm_tensor, char const*, std::less<llm_tensor>, std::allocator<std::pair<llm_tensor const, char const*> > > > > const&)
  0.00     15.06     0.00        1     0.00     0.00  std::deque<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > > >::pop_back()
  0.00     15.06     0.00        1     0.00     0.00  std::vector<llama_layer, std::allocator<llama_layer> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<llama_kv_cell, std::allocator<llama_kv_cell> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<common_chat_msg, std::allocator<common_chat_msg> >::~vector()
  0.00     15.06     0.00        1     0.00     0.00  std::vector<common_log_entry, std::allocator<common_log_entry> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<llama_token_data, std::allocator<llama_token_data> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<common_lora_adapter_container, std::allocator<common_lora_adapter_container> >::~vector()
  0.00     15.06     0.00        1     0.00     0.00  std::vector<llama_model::layer_dev, std::allocator<llama_model::layer_dev> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<llama_vocab::token_data, std::allocator<llama_vocab::token_data> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<ggml_backend_reg*, std::allocator<ggml_backend_reg*> >::_M_realloc_append<ggml_backend_reg* const&>(ggml_backend_reg* const&)
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<ggml_backend_device*, std::allocator<ggml_backend_device*> >::_M_realloc_append<ggml_backend_device* const&>(ggml_backend_device* const&)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<std::unique_ptr<llama_file, std::default_delete<llama_file> >, std::allocator<std::unique_ptr<llama_file, std::default_delete<llama_file> > > >::_M_realloc_append<llama_file*>(llama_file*&&)
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<std::unique_ptr<ggml_backend, ggml_backend_deleter>, std::allocator<std::unique_ptr<ggml_backend, ggml_backend_deleter> > >::_M_realloc_append<ggml_backend*&>(ggml_backend*&)
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<std::unique_ptr<ggml_backend_buffer, ggml_backend_buffer_deleter>, std::allocator<std::unique_ptr<ggml_backend_buffer, ggml_backend_buffer_deleter> > >::_M_realloc_append<ggml_backend_buffer*&>(ggml_backend_buffer*&)
  0.00     15.06     0.00        1     0.00     0.00  void std::vector<std::pair<ggml_backend_device*, ggml_backend_buffer_type*>, std::allocator<std::pair<ggml_backend_device*, ggml_backend_buffer_type*> > >::_M_realloc_append<ggml_backend_device*&, ggml_backend_buffer_type*>(ggml_backend_device*&, ggml_backend_buffer_type*&&)
  0.00     15.06     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long)
  0.00     15.06     0.00        1     0.00     0.00  std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_repeat(long, long, bool)
  0.00     15.06     0.00        1     0.00     0.00  common_lora_adapter_info* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<common_lora_adapter_info const*, std::vector<common_lora_adapter_info, std::allocator<common_lora_adapter_info> > >, common_lora_adapter_info*>(__gnu_cxx::__normal_iterator<common_lora_adapter_info const*, std::vector<common_lora_adapter_info, std::allocator<common_lora_adapter_info> > >, __gnu_cxx::__normal_iterator<common_lora_adapter_info const*, std::vector<common_lora_adapter_info, std::allocator<common_lora_adapter_info> > >, common_lora_adapter_info*)
  0.00     15.06     0.00        1     0.00     0.00  common_control_vector_load_info* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<common_control_vector_load_info const*, std::vector<common_control_vector_load_info, std::allocator<common_control_vector_load_info> > >, common_control_vector_load_info*>(__gnu_cxx::__normal_iterator<common_control_vector_load_info const*, std::vector<common_control_vector_load_info, std::allocator<common_control_vector_load_info> > >, __gnu_cxx::__normal_iterator<common_control_vector_load_info const*, std::vector<common_control_vector_load_info, std::allocator<common_control_vector_load_info> > >, common_control_vector_load_info*)
  0.00     15.06     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__do_uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00     15.06     0.00        1     0.00     0.00  void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<llm_load_vocab(llama_model_loader&, llama_model&)::{lambda(int, int)#1}> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<llm_load_vocab(llama_model_loader&, llama_model&)::{lambda(int, int)#1}>)
  0.00     15.06     0.00        1     0.00     0.00  common_params_parser_init(common_params&, llama_example, void (*)(int, char**))::{lambda(common_params&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#14}::_FUN(common_params&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     15.06     0.00        1     0.00     0.00  common_params_parser_init(common_params&, llama_example, void (*)(int, char**))::{lambda(common_params&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#69}::_FUN(common_params&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     15.06     0.00        1     0.00     0.00  common_params_parser_init(common_params&, llama_example, void (*)(int, char**))::{lambda(common_params&, int)#17}::_FUN(common_params&, int)
  0.00     15.06     0.00        1     0.00     0.00  llama_model_loader::load_all_data(ggml_context*, std::unordered_map<unsigned int, ggml_backend_buffer*, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ggml_backend_buffer*> > >&, std::vector<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> >, std::allocator<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> > > >*, bool (*)(float, void*), void*)::{lambda(char const*)#1}::operator()(char const*) const
  0.00     15.06     0.00        1     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_BracketState&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&)::{lambda(char)#1}::operator()(char) const
  0.00     15.06     0.00        1     0.00     0.00  alloc_tensor_range
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_alloc_ctx_tensors_from_buft
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_buffer_get_alignment
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_buft_get_max_size
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_cpu_buffer_from_ptr
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_cpu_init
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_dev_buffer_from_host_ptr
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_dev_get_props
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_event_free
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_get_default_buffer_type
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_sched_free
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_sched_get_buffer_size
  0.00     15.06     0.00        1     0.00     0.00  ggml_backend_sched_new
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_amx_int8
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_arm_fma
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx2
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx512
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx512_bf16
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx512_vbmi
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx512_vnni
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_avx_vnni
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_blas
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_fma
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_fp16_va
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_llamafile
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_matmul_int8
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_neon
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_riscv_v
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_sse3
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_ssse3
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_sve
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_vsx
  0.00     15.06     0.00        1     0.00     0.00  ggml_cpu_has_wasm_simd
  0.00     15.06     0.00        1     0.00     0.00  ggml_gallocr_free
  0.00     15.06     0.00        1     0.00     0.00  ggml_gallocr_get_buffer_size
  0.00     15.06     0.00        1     0.00     0.00  ggml_gallocr_new_n
  0.00     15.06     0.00        1     0.00     0.00  ggml_get_max_tensor_size
  0.00     15.06     0.00        1     0.00     0.00  ggml_get_no_alloc
  0.00     15.06     0.00        1     0.00     0.00  ggml_log_set
  0.00     15.06     0.00        1     0.00     0.00  ggml_quantize_free
  0.00     15.06     0.00        1     0.00     0.00  ggml_tallocr_new
  0.00     15.06     0.00        1     0.00     0.00  ggml_threadpool_new
  0.00     15.06     0.00        1     0.00     0.00  ggml_threadpool_params_default
  0.00     15.06     0.00        1     0.00     0.00  ggml_threadpool_params_match
  0.00     15.06     0.00        1     0.00     0.00  gguf_free
  0.00     15.06     0.00        1     0.00     0.00  gguf_get_version
  0.00     15.06     0.00        1     0.00    10.00  gguf_init_from_file
  0.00     15.06     0.00        1     0.00     0.00  iq3xs_free_impl
  0.00     15.06     0.00        1     0.00     0.00  llama_add_bos_token
  0.00     15.06     0.00        1     0.00     0.00  llama_add_eos_token
  0.00     15.06     0.00        1     0.00     0.00  llama_attach_threadpool
  0.00     15.06     0.00        1     0.00     0.00  llama_backend_free
  0.00     15.06     0.00        1     0.00     0.00  llama_backend_init
  0.00     15.06     0.00        1     0.00     0.00  llama_context_default_params
  0.00     15.06     0.00        1     0.00     0.00  llama_free
  0.00     15.06     0.00        1     0.00     0.00  llama_free_model
  0.00     15.06     0.00        1     0.00     0.00  llama_kv_cache_clear
  0.00     15.06     0.00        1     0.00   130.17  llama_load_model_from_file
  0.00     15.06     0.00        1     0.00     0.00  llama_log_set
  0.00     15.06     0.00        1     0.00     0.00  llama_lora_adapter_clear
  0.00     15.06     0.00        1     0.00     0.00  llama_model_default_params
  0.00     15.06     0.00        1     0.00     0.00  llama_model_has_decoder
  0.00     15.06     0.00        1     0.00     0.00  llama_n_ctx
  0.00     15.06     0.00        1     0.00     0.06  llama_new_context_with_model
  0.00     15.06     0.00        1     0.00     0.00  llama_numa_init
  0.00     15.06     0.00        1     0.00     0.00  llama_perf_context
  0.00     15.06     0.00        1     0.00     0.00  llama_perf_context_print
  0.00     15.06     0.00        1     0.00     0.00  llama_perf_context_reset
  0.00     15.06     0.00        1     0.00     0.00  llama_perf_sampler
  0.00     15.06     0.00        1     0.00     0.00  llama_perf_sampler_print
  0.00     15.06     0.00        1     0.00     0.00  llama_print_system_info
  0.00     15.06     0.00        1     0.00     0.00  llama_rope_type
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_chain_default_params
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_chain_init
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_get_seed
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_dist
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_dry
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_grammar
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_logit_bias
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_min_p
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_penalties
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_temp_ext
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_top_k
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_top_p
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_typical
  0.00     15.06     0.00        1     0.00     0.00  llama_sampler_init_xtc
  0.00     15.06     0.00        1     0.00     0.00  llama_supports_gpu_offload
  0.00     15.06     0.00        1     0.00     0.00  llama_token_nl
  0.00     15.06     0.00        1     0.00     0.00  llama_tokenize

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.07% of 15.06 seconds

index % time    self  children    called     name
                              736579             ggml_compute_forward [1]
[1]     98.1    0.04   14.73       0+736579  ggml_compute_forward [1]
                0.25   14.26  152808/152808      ggml_compute_forward_mul_mat [2]
                0.04    0.03   18931/18931       ggml_compute_forward_soft_max [16]
                0.05    0.01   72213/72213       ggml_compute_forward_mul [18]
                0.03    0.00   54736/54736       ggml_compute_forward_dup [21]
                0.02    0.00   46187/46187       ggml_compute_forward_rope_f32 [28]
                0.02    0.00   23987/23987       ggml_compute_forward_unary [29]
                0.02    0.00   56064/56064       ggml_compute_forward_rms_norm [30]
                0.00    0.00   45029/45029       ggml_compute_forward_add [57]
                0.00    0.00  750583/1068458     ggml_is_empty [124]
                0.00    0.00    4709/4709        ggml_compute_forward_get_rows [164]
                0.00    0.00    1300/68721       ggml_is_numa [146]
                              736579             ggml_compute_forward [1]
-----------------------------------------------
                0.25   14.26  152808/152808      ggml_compute_forward [1]
[2]     96.3    0.25   14.26  152808         ggml_compute_forward_mul_mat [2]
               10.14    0.00 30468500/30468500     ggml_vec_dot_q4_0_q8_0 [3]
                3.03    0.00 7083137/7083137     ggml_vec_dot_q6_K_q8_K [4]
                0.51    0.00  842518/842518      ggml_vec_dot_q4_1_q8_1 [5]
                0.00    0.32  244998/244998      llamafile_sgemm [6]
                0.18    0.00 6964096/6964096     ggml_vec_dot_f16 [10]
                0.03    0.00   21848/21848       quantize_row_q8_0 [23]
                0.01    0.00     415/415         quantize_row_q8_1 [44]
                0.01    0.00     224/224         quantize_row_q8_K [46]
                0.01    0.00  213049/238002      ggml_fp32_to_fp16_row [42]
                0.00    0.00  555601/664991      ggml_is_contiguous_0 [50]
                0.01    0.00  922769/922769      ggml_n_dims [54]
                0.00    0.00  620853/729057      ggml_is_contiguous [56]
                0.00    0.00  739479/985152      ggml_row_size [59]
                0.00    0.00  235855/3082515     ggml_blck_size [53]
                0.00    0.00  997664/3314228     ggml_type_size [123]
                0.00    0.00  279622/314410      ggml_get_type_traits [128]
                0.00    0.00   67080/68721       ggml_is_numa [146]
                0.00    0.00     252/252         quantize_row_q8_K_ref [205]
-----------------------------------------------
               10.14    0.00 30468500/30468500     ggml_compute_forward_mul_mat [2]
[3]     67.3   10.14    0.00 30468500         ggml_vec_dot_q4_0_q8_0 [3]
-----------------------------------------------
                3.03    0.00 7083137/7083137     ggml_compute_forward_mul_mat [2]
[4]     20.1    3.03    0.00 7083137         ggml_vec_dot_q6_K_q8_K [4]
-----------------------------------------------
                0.51    0.00  842518/842518      ggml_compute_forward_mul_mat [2]
[5]      3.4    0.51    0.00  842518         ggml_vec_dot_q4_1_q8_1 [5]
-----------------------------------------------
                0.00    0.32  244998/244998      ggml_compute_forward_mul_mat [2]
[6]      2.1    0.00    0.32  244998         llamafile_sgemm [6]
                0.00    0.32    1029/1029        (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::mnpack(long, long, long, long) [7]
                0.00    0.00     913/913         (anonymous namespace)::tinyBLAS<8, float __vector(8), float __vector(8), unsigned short, float, float>::mnpack(long, long, long, long) [966]
-----------------------------------------------
                0.00    0.32    1029/1029        llamafile_sgemm [6]
[7]      2.1    0.00    0.32    1029         (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::mnpack(long, long, long, long) [7]
                0.23    0.00    1036/1036        void (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::gemm4xN<2>(long, long, long, long) [9]
                0.09    0.00     622/622         void (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::gemm4xN<1>(long, long, long, long) [14]
-----------------------------------------------
                                                 <spontaneous>
[8]      1.6    0.00    0.24                 main [8]
                0.00    0.13       1/1           common_init_from_params(common_params&) [11]
                0.03    0.03     339/339         common_sampler_sample(common_sampler*, llama_context*, int, bool) [17]
                0.00    0.05     339/340         llama_decode [19]
                0.00    0.00     344/344         common_token_to_piece[abi:cxx11](llama_context const*, int, bool) [83]
                0.00    0.00     680/680         llama_token_is_eog_impl(llama_vocab const&, int) [971]
                0.00    0.00     680/680         llama_token_is_eog [185]
                0.00    0.00     357/790         common_log_main() [968]
                0.00    0.00     357/790         common_log_add(common_log*, ggml_log_level, char const*, ...) [967]
                0.00    0.00     344/344         common_sampler_accept(common_sampler*, int, bool) [987]
                0.00    0.00     341/342         console::set_display(console::display_t) [994]
                0.00    0.00     340/340         common_sampler_last(common_sampler const*) [998]
                0.00    0.00     339/340         llama_batch_get_one [201]
                0.00    0.00      18/26          void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [1039]
                0.00    0.00       2/2           ggml_threadpool_params_from_cpu_params(cpu_params const&) [1113]
                0.00    0.00       2/2           print_usage(int, char**) [1114]
                0.00    0.00       2/4           llama_model_has_encoder [243]
                0.00    0.00       2/3           ggml_threadpool_free [249]
                0.00    0.00       1/1           common_params::common_params() [1186]
                0.00    0.00       1/1           common_params_parse(int, char**, common_params&, llama_example, void (*)(int, char**)) [1136]
                0.00    0.00       1/2           common_params::~common_params() [1122]
                0.00    0.00       1/1           common_init() [1131]
                0.00    0.00       1/1           console::init(bool, bool) [1191]
                0.00    0.00       1/1           llama_numa_init [334]
                0.00    0.00       1/1212        ggml_free [173]
                0.00    0.00       1/1           llama_backend_init [324]
                0.00    0.00       1/1           set_process_priority(ggml_sched_priority) [1142]
                0.00    0.00       1/1           ggml_threadpool_params_match [316]
                0.00    0.00       1/2           ggml_threadpool_new_impl [268]
                0.00    0.00       1/1           ggml_threadpool_new [314]
                0.00    0.00       1/1           llama_attach_threadpool [322]
                0.00    0.00       1/2           llama_n_ctx_train [271]
                0.00    0.00       1/1           llama_n_ctx [333]
                0.00    0.00       1/1           llama_add_bos_token_impl(llama_vocab const&) [1144]
                0.00    0.00       1/1           llama_add_bos_token [320]
                0.00    0.00       1/1           std::vector<common_chat_msg, std::allocator<common_chat_msg> >::~vector() [1210]
                0.00    0.00       1/1           std::vector<common_lora_adapter_container, std::allocator<common_lora_adapter_container> >::~vector() [1213]
                0.00    0.00       1/1           common_tokenize(llama_context const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [1133]
                0.00    0.00       1/1           common_params_get_system_info[abi:cxx11](common_params const&) [1150]
                0.00    0.00       1/1           common_sampler_init(llama_model const*, common_sampler_params const&) [1138]
                0.00    0.00       1/1           llama_add_eos_token_impl(llama_vocab const&) [1145]
                0.00    0.00       1/1           llama_add_eos_token [321]
                0.00    0.00       1/431         llama_log_internal(ggml_log_level, char const*, ...) [979]
                0.00    0.00       1/1           llama_perf_context_print [336]
                0.00    0.00       1/1           common_perf_print(llama_context const*, common_sampler const*) [1135]
                0.00    0.00       1/1           write_logfile(llama_context const*, common_params const&, llama_model const*, std::vector<int, std::allocator<int> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<int, std::allocator<int> > const&) [1154]
                0.00    0.00       1/1           llama_free [326]
                0.00    0.00       1/1           common_sampler_free(common_sampler*) [1137]
                0.00    0.00       1/1554        ggml_critical_section_end [170]
                0.00    0.00       1/1           ggml_quantize_free [312]
                0.00    0.00       1/1           llama_backend_free [323]
                0.00    0.00       1/1           llama_free_model [327]
                0.00    0.00       1/532         ggml_aligned_free [186]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [1218]
                0.00    0.00       1/1           llama_sampler_get_seed [344]
                0.00    0.00       1/1           common_sampler_get_seed(common_sampler const*) [1143]
                0.00    0.00       1/1           common_sampler_params::print[abi:cxx11]() const [1192]
                0.00    0.00       1/1           common_sampler_print[abi:cxx11](common_sampler const*) [1141]
-----------------------------------------------
                0.23    0.00    1036/1036        (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::mnpack(long, long, long, long) [7]
[9]      1.5    0.23    0.00    1036         void (anonymous namespace)::tinyBLAS_Q0_AVX<block_q4_0, block_q8_0, float>::gemm4xN<2>(long, long, long, long) [9]
-----------------------------------------------
                0.18    0.00 6964096/6964096     ggml_compute_forward_mul_mat [2]
[10]     1.2    0.18    0.00 6964096         ggml_vec_dot_f16 [10]
-----------------------------------------------
                0.00    0.13       1/1           main [8]
[11]     0.9    0.00    0.13       1         common_init_from_params(common_params&) [11]
                0.00    0.13       1/1           llama_load_model_from_file [12]
                0.00    0.00       1/340         llama_decode [19]
                0.00    0.00       1/1           llama_new_context_with_model [80]
                0.00    0.00       2/26          void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [1039]
                0.00    0.00       1/1           common_model_params_to_llama(common_params const&) [1149]
                0.00    0.00       1/1           common_context_params_to_llama(common_params const&) [1151]
                0.00    0.00       1/790         common_log_main() [968]
                0.00    0.00       1/790         common_log_add(common_log*, ggml_log_level, char const*, ...) [967]
                0.00    0.00       1/2           llama_token_bos_impl(llama_vocab const&) [1110]
                0.00    0.00       1/2           llama_token_bos [273]
                0.00    0.00       1/2           llama_token_eos_impl(llama_vocab const&) [1111]
                0.00    0.00       1/2           llama_token_eos [274]
                0.00    0.00       1/4           llama_model_has_encoder [243]
                0.00    0.00       1/1           llama_model_has_decoder [332]
                0.00    0.00       1/340         llama_batch_get_one [201]
                0.00    0.00       1/1           llama_kv_cache_clear [328]
                0.00    0.00       1/1           llama_perf_context_reset [337]
                0.00    0.00       1/340         llama_synchronize [203]
                0.00    0.00       1/1           common_lora_adapters_apply(llama_context*, std::vector<common_lora_adapter_container, std::allocator<common_lora_adapter_container> >&) [1147]
-----------------------------------------------
                0.00    0.13       1/1           common_init_from_params(common_params&) [11]
[12]     0.9    0.00    0.13       1         llama_load_model_from_file [12]
                0.00    0.11       1/1           llm_load_vocab(llama_model_loader&, llama_model&) [13]
                0.00    0.01       1/1           llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00       1/1           llm_load_hparams(llama_model_loader&, llama_model&) [58]
                0.00    0.00       6/71          gguf_kv_to_str(gguf_context const*, int) [52]
                0.00    0.00       1/1           llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
                0.00    0.00      52/431         llama_log_internal(ggml_log_level, char const*, ...) [979]
                0.00    0.00       7/355         llama_format_tensor_shape(ggml_tensor const*) [985]
                0.00    0.00       2/19          ggml_backend_dev_count [222]
                0.00    0.00       2/2053        ggml_time_us [168]
                0.00    0.00       1/3           ggml_time_init [251]
                0.00    0.00       1/7           ggml_backend_dev_get [233]
                0.00    0.00       1/7           ggml_backend_cpu_device_get_type(ggml_backend_device*) [1067]
                0.00    0.00       1/7           ggml_backend_dev_type [234]
                0.00    0.00       1/1           llm_load_arch(llama_model_loader&, llama_model&) [1153]
                0.00    0.00       1/1           std::_Function_handler<unsigned int (unsigned int), llm_load_print_meta(llama_model_loader&, llama_model&)::{lambda(unsigned int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [1200]
